Regional,Province,District,Sub-District,Derivation,Source,Source Type,Other Source Type,Channel,Period,Locale
ภาคกลาง,จันทบุรี,ขลุง,เกวียนหัก,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,เมืองจันทบุรี,ตลาด,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,Walk in,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,ขลุง,บ่อเวฬุ,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้พบเห็นโดยตรง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,เมืองจันทบุรี,พลับพลา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,มะขาม,ท่าหลวง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,ขลุง,บ่อเวฬุ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ข่าว,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,มะขาม,อ่างคีรี,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,จันทบุรี,โป่งน้ำร้อน,ทับไทร,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,ท่าตะเกียบ,คลองตะเกรา,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สำนักข่าว,ไม่ระบุ,ข่าว,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บ้านโพธิ์,บ้านโพธิ์,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บางปะกง,ท่าข้าม,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ทำงาน
ภาคกลาง,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,โรงพยาบาล,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,00:01 – 06:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,แปลงยาว,หนองไม้แก่น,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,หนังสือราชการหรือหนังสือจากหน่วยงาน,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บางน้ำเปรี้ยว,หมอนทอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,สายด่วน 1300,ไม่ระบุ,ระบบ,06:01 – 12:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),บ้านพักเด็กและครอบครัว,โทรศัพท์,12:01 – 18:00,สถานศึกษา
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,บ้านพักเด็กและครอบครัว,ไม่ระบุ,โทรศัพท์,12:01 – 18:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บางปะกง,สองคลอง,VCIS (Incident ถูกสร้างจากระบบ VCIS),หน่วยงาน,อื่นๆ (ระบุ),ศูนย์ช่วยเหลือสังคม 1300,หนังสือราชการหรือหนังสือจากหน่วยงาน,18:01 – 00:00,สถานที่ส่วนบุคคล
ภาคกลาง,ฉะเชิงเทรา,บ้านโพธิ์,แหลมประดู่,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้รับทราบเหตุการณ์และนำมาแจ้งต่อ,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่สาธารณะ
ภาคกลาง,ฉะเชิงเทรา,บ้านโพธิ์,สิบเอ็ดศอก,VCIS (Incident ถูกสร้างจากระบบ VCIS),บุคคล,ผู้ถูกกระทำแจ้งด้วยตนเอง,ไม่ระบุ,โทรศัพท์,18:01 – 00:00,สถานที่ส่วนบุคคล
