Regional,Province,District,Sub-District,Gender,Age,Age Range,Relation,Mariage Registration,Alcohol,Drug,Authoritative,Rage,Jealous,Divorce,Health Problem,Mental Problem,Gambling Addict,Economics Stress,Relation Type,Relation Type Group
ภาคกลาง,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,หญิง,47.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,หญิง,49.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตบางพลัด,บางพลัด,หญิง,27.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน,ชาย,25.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,หญิง,47.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ อดีตสามี,คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,หญิง,39.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง,หญิง,41.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตหนองแขม,หนองแขม,หญิง,54.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ,หญิง,73.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ,หญิง,66.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,บางแค,ชาย,58.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,บางแค,หญิง,36.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น,หญิง,55.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,หญิง,58.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,หญิง,46.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน,หญิง,20.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางแค,หลักสอง,หญิง,80.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ลูกสะใภ้,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,หญิง,43.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก,หญิง,24.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,ชาย,83.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,หญิง,40.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางบอน,บางบอน,หญิง,41.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางบอน,บางบอน,หญิง,16.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,หญิง,25.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ,หญิง,48.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ,หญิง,39.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,หญิง,26.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ บุคคลนอกครอบครัว,อื่น ๆ
ภาคกลาง,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,ชาย,66.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,หญิง,73.0,วัยสูงอายุ 60 ปีขึ้นไป,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร,ชาย,27.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย,หญิง,20.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ใช่,ใช่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ อดีตสามี,คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก,หญิง,38.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ อดีตสามี,คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,ชาย,72.0,วัยสูงอายุ 60 ปีขึ้นไป,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์,หญิง,25.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,หญิง,29.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง,หญิง,38.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ,หญิง,20.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน,หญิง,29.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,อื่นๆ แฟน,คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,หญิง,36.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง,หญิง,52.0,วัยกลางคน 36 - 59 ปี,แยกกันอยู่,จดทะเบียนหย่า,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,กาญจนบุรี,ศรีสวัสดิ์,ด่านแม่แฉลบ,หญิง,8.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,กาญจนบุรี,หนองปรือ,หนองปรือ,หญิง,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,หญิง,35.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กาญจนบุรี,บ่อพลอย,หนองกุ่ม,หญิง,25.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กาญจนบุรี,บ่อพลอย,บ่อพลอย,ชาย,53.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,กาญจนบุรี,ท่าม่วง,วังศาลา,ชาย,31.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ พ่อตา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,กาญจนบุรี,ท่ามะกา,ดอนขมิ้น,หญิง,56.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,กาญจนบุรี,ท่ามะกา,ท่ามะกา,ชาย,6.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,หญิง,69.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,จันทบุรี,ขลุง,เกวียนหัก,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,จันทบุรี,เมืองจันทบุรี,ตลาด,หญิง,43.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,จันทบุรี,ขลุง,บ่อเวฬุ,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,มารดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,จันทบุรี,เมืองจันทบุรี,พลับพลา,หญิง,31.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,จันทบุรี,มะขาม,ท่าหลวง,หญิง,6.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พ่อเลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,ฉะเชิงเทรา,ท่าตะเกียบ,คลองตะเกรา,หญิง,58.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ลูกเขย,บุตร/หลาน
ภาคกลาง,ฉะเชิงเทรา,บ้านโพธิ์,บ้านโพธิ์,หญิง,12.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ตา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,หญิง,22.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ฉะเชิงเทรา,แปลงยาว,หนองไม้แก่น,หญิง,5.0,วัยเด็กเล็กแรกเกิด - 6 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคกลาง,ฉะเชิงเทรา,บางน้ำเปรี้ยว,หมอนทอง,ชาย,11.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ตา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,15.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,8.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,35.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,40.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บางปะกง,สองคลอง,ชาย,33.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,พี่น้อง/ลูกพี่ลูกน้อง,บุตร/หลาน
ภาคกลาง,ฉะเชิงเทรา,บางปะกง,สองคลอง,ชาย,57.0,วัยกลางคน 36 - 59 ปี,โสด,ไม่ระบุ,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,หลาน,บุตร/หลาน
ภาคกลาง,ฉะเชิงเทรา,บ้านโพธิ์,แหลมประดู่,ชาย,11.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บ้านโพธิ์,สิบเอ็ดศอก,หญิง,56.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,บางคล้า,หญิง,30.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,หญิง,34.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ พี่สาวของอดีตคนรักผู้กระทำความรุนแรง,พี่น้อง/ญาติ
ภาคกลาง,ฉะเชิงเทรา,พนมสารคาม,หนองยาว,หญิง,32.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ใช่,ไม่,ไม่,ไม่,ใช่,ไม่,ใช่,ไม่,ไม่,ใช่,"คู่ชีวิต,ภรรยา",คู่สมรส/คู่รัก
ภาคกลาง,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,ชาย,17.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บิดา,ผู้ปกครอง/เครือญาติ
ภาคกลาง,ฉะเชิงเทรา,บางน้ำเปรี้ยว,ดอนเกาะกา,หญิง,38.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,หญิง,66.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ใช่,หลาน,บุตร/หลาน
ภาคกลาง,ฉะเชิงเทรา,พนมสารคาม,หนองแหน,หญิง,13.0,วัยรุ่น 13 - 18 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,อื่นๆ เพื่อนร่วมชั้นเรียน,อื่น ๆ
ภาคกลาง,ฉะเชิงเทรา,บางคล้า,ท่าทองหลาง,หญิง,40.0,วัยกลางคน 36 - 59 ปี,สมรส,ยังไม่ได้จดทะเบียนสมรส,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ชลบุรี,บ้านบึง,บ้านบึง,หญิง,40.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ชลบุรี,พนัสนิคม,พนัสนิคม,หญิง,30.0,วัยผู้ใหญ่ตอนต้น 19 - 35 ปี,สมรส,จดทะเบียนสมรสแล้ว,ใช่,ใช่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,"คู่ชีวิต,สามี",คู่สมรส/คู่รัก
ภาคกลาง,ชลบุรี,บางละมุง,บางละมุง,หญิง,46.0,วัยกลางคน 36 - 59 ปี,สมรส,จดทะเบียนสมรสแล้ว,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,บุตร,บุตร/หลาน
ภาคกลาง,ชลบุรี,เมืองชลบุรี,อ่างศิลา,ชาย,9.0,วัยเด็กตอนกลาง 7 - 12 ปี,โสด,ไม่ระบุ,ไม่,ไม่,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,แม่เลี้ยง,พ่อเลี้ยง/แม่เลี้ยง
ภาคกลาง,ชลบุรี,บางละมุง,หนองปรือ,หญิง,68.0,วัยสูงอายุ 60 ปีขึ้นไป,หม้าย (กรณีคู่สมรสเสียชีวิต),ไม่ระบุ,ไม่,ใช่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,ไม่,หลาน,บุตร/หลาน
